ID_Venta,Fecha,Región,País,Ciudad,Categoría,Producto,Canal,Vendedor,Unidades,Precio_Unitario,Descuento_%,Costo_Unitario,Satisfacción,Método_Pago,Año,Mes,Día_Semana,Latitud,Longitud,Ventas_Totales,Beneficio
127,2023-02-13,África,Nigeria,Ciudad_19,Electrónica,Auriculares,Online,Vendedor_8,26,522.64,16.87,404.43,10,Transferencia,2023,Octubre,Martes,49.0192,-70.0352,11296.236431999998,781.0564319999976
128,2023-05-26,África,Egipto,Ciudad_11,Alimentos,Cereal,Tienda,Vendedor_13,2,313.2,18.95,163.96,2,Tarjeta,2023,Diciembre,Miércoles,-48.6631,-90.9851,507.69719999999995,179.77719999999994
129,2023-03-07,América,Brasil,Ciudad_18,Hogar,Cama,Distribuidor,Vendedor_15,55,181.22,22.75,132.71,9,Efectivo,2023,Agosto,Domingo,-6.7264,-5.8787,7699.58475,400.5347499999998
130,2023-04-01,América,EEUU,Ciudad_14,Electrónica,Auriculares,,Vendedor_7,42,220.03,5.82,157.07,7,Tarjeta,2023,Febrero,Sábado,27.0014,-9.8158,8703.418668,2106.4786680000007
131,2022-03-19,Europa,España,Ciudad_14,Hogar,Cama,Distribuidor,Vendedor_8,79,452.34,8.3,405.54,4,Tarjeta,2022,Septiembre,Lunes,1.6461,-5.1261,32768.86662,731.2066200000008
132,2023-09-17,Asia,Japón,Ciudad_26,Ropa,Chaqueta,,Vendedor_7,8,$337.11,12.49,295.68,9,Efectivo,2023,Marzo,Jueves,26.0909,40.5733,2360.039688,-5.400312000000213
133,2022-10-10,América,Brasil,Ciudad_7,Alimentos,Pan,Online,Vendedor_3,75,131.06,7.99,106.23,2,Transferencia,2022,Enero,Jueves,23.6063,4.8748,9044.12295,1076.8729500000009
134,2022-05-14,Asia,,Ciudad_15,Ropa,Pantalón,Distribuidor,Vendedor_7,33,632.99,21.27,463.79,10,Tarjeta,2022,Enero,Miércoles,-18.7723,29.8506,16445.649891,1140.5798909999994
135,2023-11-18,Asia,India,Ciudad_24,Ropa,Zapatos,Online,Vendedor_5,57,502.73,3.55,433.89,7,Tarjeta,2023,Junio,Sábado,-0.4002,-59.8138,27638.335845,2906.605845000002
136,2023-02-16,Asia,China,Ciudad_27,Electrónica,Televisor,Distribuidor,Vendedor_3,12,6.72,6.09,3.86,1,Efectivo,2023,Junio,Lunes,18.0775,34.5769,75.72902400000001,29.40902400000001
137,2022-03-13,África,Nigeria,Ciudad_7,Ropa,Zapatos,,Vendedor_3,45,192.76,12.97,173.03,4,Tarjeta,2022,Agosto,Miércoles,48.6287,-22.0772,7549.156259999999,-237.19374000000153
138,2021-01-18,América,Argentina,Ciudad_7,Juguetes,Muñeca,Online,Vendedor_2,32,393.46,19.6,219.89,6,Transferencia,2021,Junio,Domingo,43.9825,92.2803,10122.93888,3086.45888
139,2021-04-13,Asia,Japón,Ciudad_11,Electrónica,Smartphone,Tienda,Vendedor_10,68,765.53,17.22,590.05,7,Transferencia,2021,Febrero,Lunes,-5.9258,57.9991,43091.989912,2968.589912000003
140,2021-09-11,Europa,España,Ciudad_6,Alimentos,Queso,Tienda,Vendedor_13,35,123.13,15.67,102.55,9,Efectivo,2021,Junio,Martes,-10.755,-84.2333,3634.243515,44.993515000000116
141,2023-02-10,América,Brasil,Ciudad_9,,Pelota,Online,Vendedor_7,10000,-50,29.72,120.97,7,Transferencia,2023,Noviembre,Miércoles,21.6681,27.2572,3755.90376,-599.0162399999999
142,2021-11-28,América,Argentina,Ciudad_3,Hogar,Lámpara,Tienda,Vendedor_11,4,536.7,20.91,326.32,10,Efectivo,2021,Octubre,Sábado,-10.1844,-62.1218,1697.90412,392.62411999999995
143,2023-07-05,África,Nigeria,Ciudad_5,Electrónica,Smartphone,Distribuidor,Vendedor_6,67,716.5,9.81,428.74,2,Transferencia,2023,Septiembre,Lunes,-34.3035,87.0592,43296.16045,14570.580450000001
144,2022-09-11,África,Marruecos,Ciudad_28,,Queso,Distribuidor,Vendedor_2,56,270.28,28.89,201.41,8,Tarjeta,2022,Abril,Sábado,41.1383,66.8541,10762.982048,-515.9779519999993
145,2023-01-15,África,Egipto,Ciudad_21,Hogar,Cama,Distribuidor,Vendedor_1,36,421.93,6.28,264.88,10,Efectivo,2023,Abril,Miércoles,-21.5199,-26.7542,14235.580656,4699.900656
146,2021-01-06,Europa,Francia,Ciudad_11,Electrónica,Laptop,,Vendedor_9,76,180.42,9.07,129.4,9,Efectivo,2021,Octubre,Domingo,23.2477,11.5757,12468.248855999998,2633.8488559999987
147,2023-09-28,África,Nigeria,Ciudad_8,Alimentos,Cereal,Online,Vendedor_10,25,246.18,12.85,157.11,10,Efectivo,2023,Abril,Domingo,-4.7848,-7.0075,5363.64675,1435.8967499999994
148,2021-07-26,África,Nigeria,Ciudad_2,Alimentos,Queso,Tienda,Vendedor_9,75,688.25,10.84,467.45,7,Efectivo,2021,Mayo,Martes,38.1724,3.1678,46023.2775,10964.527499999997
149,2021-04-23,África,Egipto,Ciudad_4,Hogar,Cama,Tienda,Vendedor_15,76,613.18,22.34,310.73,4,Efectivo,2021,Abril,Martes,-25.1054,-38.1799,36190.864687999994,12575.384687999991
150,2023-05-20,Europa,España,Ciudad_27,Ropa,Camisa,Distribuidor,Vendedor_8,75,46.32,17.74,29.7,6,Transferencia,2023,Enero,Sábado,-29.6952,26.9365,2857.7124,630.2123999999999
151,2022/05/27,África,Egipto,Ciudad_7,Ropa,Chaqueta,Tienda,Vendedor_9,29,593.12,27.32,469.54,3,Transferencia,2022,Abril,Jueves,-23.064,-18.4937,12501.308864,-1115.3511359999993
152,2021-02-14,África,Sudáfrica,Ciudad_26,Electrónica,Televisor,Online,Vendedor_15,46,615.96,12.25,349.25,1,Efectivo,2021,Agosto,Jueves,35.0157,-64.0735,24863.225400000003,8797.725400000003
153,2022-07-07,Asia,Japón,Ciudad_27,Electrónica,Televisor,Distribuidor,Vendedor_13,31,463.22,8.19,385.55,8,Transferencia,2022,Junio,Jueves,39.9953,77.5355,13183.750742000002,1231.700742000001
154,2022-06-07,América,Argentina,Ciudad_26,,Smartphone,Tienda,Vendedor_7,12,398.78,13.65,223.27,5,Tarjeta,2022,Abril,Jueves,-25.0645,-62.0904,4132.158359999999,1452.9183599999992
155,2022-12-11,Asia,Corea del Sur,Ciudad_26,Juguetes,Auto de juguete,Distribuidor,Vendedor_4,17,$43.82,28.53,32.95,1,Transferencia,2022,Agosto,Miércoles,-27.2175,46.7213,532.408618,-27.741382000000044
156,2022-10-01,Asia,India,Ciudad_14,Ropa,Zapatos,Distribuidor,Vendedor_13,51,177.68,28.01,110.37,6,Tarjeta,2022,Febrero,Viernes,-38.1976,93.5426,6523.503432,894.6334320000005
157,2022-10-11,Asia,India,Ciudad_4,Ropa,Camisa,,Vendedor_6,77,610.97,8.97,486.16,5,Transferencia,2022,Diciembre,Viernes,-3.8875,-54.9094,42824.781307000005,5390.461307000005
158,2022-11-21,Asia,India,Ciudad_20,Alimentos,Pan,Distribuidor,Vendedor_2,28,270.99,16.44,215.48,8,Efectivo,2022,Febrero,Viernes,-38.3832,57.0471,6340.298832,306.8588320000008
159,2022-06-14,América,Argentina,Ciudad_16,Ropa,Zapatos,Distribuidor,Vendedor_11,14,285.51,14.17,200.1,5,Tarjeta,2022,Marzo,Sábado,-11.6984,85.9789,3430.7452620000004,629.3452620000003
160,2021-09-11,Asia,Corea del Sur,Ciudad_7,Electrónica,Auriculares,Tienda,Vendedor_2,-10,0,14.59,316.71,1,Efectivo,2021,Septiembre,Domingo,-36.7322,-3.8383,1859.1023879999998,592.2623879999999
161,2021-11-20,Asia,China,Ciudad_13,Alimentos,Queso,Tienda,Vendedor_11,55,317.8,29.0,273.88,7,Tarjeta,2021,Febrero,Miércoles,-49.942,28.5389,12410.09,-2653.3099999999995
162,2022/01/18,África,Marruecos,Ciudad_17,Electrónica,Smartphone,Tienda,Vendedor_10,66,182.27,10.67,151.05,7,Transferencia,2022,Noviembre,Jueves,-21.1882,-68.1047,10746.238206000002,776.9382060000007
163,2022-05-14,Europa,Francia,Ciudad_7,Electrónica,Laptop,Distribuidor,Vendedor_11,12,,0.19,563.86,6,Tarjeta,2022,Febrero,Lunes,29.7511,92.6515,9458.754156,2692.434156000001
164,2023-07-12,África,,Ciudad_10,Ropa,Camisa,Online,Vendedor_14,63,680.15,14.09,495.99,7,Efectivo,2023,Febrero,Martes,-46.0602,41.9431,36811.962495,5564.592495000001
165,2023-11-23,África,Sudáfrica,Ciudad_24,Electrónica,Auriculares,Online,Vendedor_14,23,396.23,24.25,267.12,1,Tarjeta,2023,Enero,Lunes,-0.7284,55.4757,6903.317175000001,759.5571750000008
166,2023-02-02,América,Brasil,Ciudad_22,Alimentos,Cereal,Tienda,Vendedor_15,32,349.57,7.43,279.19,9,Transferencia,2023,Febrero,Martes,3.031,15.7561,10355.102368,1421.022368
167,2023-04-21,Asia,China,Ciudad_7,Alimentos,Queso,Distribuidor,Vendedor_14,78,446.07,23.59,384.82,1,Efectivo,2023,Febrero,Viernes,-11.1587,83.1481,26585.682785999998,-3430.2772140000015
168,2022-03-02,Europa,,Ciudad_25,Juguetes,Muñeca,Distribuidor,Vendedor_12,53,496.07,7.26,421.36,5,Transferencia,2022,Marzo,Martes,-37.863,-8.2513,24382.931854,2050.851853999997
169,2021-12-11,África,Egipto,Ciudad_27,Alimentos,Pan,Online,Vendedor_10,77,,6.29,529.37,9,Tarjeta,2021,Abril,Miércoles,30.5204,-40.4514,48852.250601,8090.760601000002
170,2021-02-12,África,Sudáfrica,Ciudad_30,Ropa,Chaqueta,Online,Vendedor_6,51,734.26,28.28,456.2,6,Efectivo,2021,Agosto,Domingo,10.8273,7.6483,26857.174872000003,3590.9748720000025
171,2023/06/12,África,Marruecos,Ciudad_1,Electrónica,Auriculares,Online,Vendedor_11,10,$722.13,0.41,630.6,8,Transferencia,2023,Abril,Martes,5.6235,-27.913,7191.69267,885.6926700000004
172,2023-09-26,Asia,Japón,Ciudad_14,,Camisa,Tienda,Vendedor_12,26,,29.97,485.39,7,Transferencia,2023,Febrero,Domingo,46.5468,15.104,11135.526324000002,-1484.6136759999972
173,2023-09-21,Asia,India,Ciudad_5,Alimentos,Queso,Tienda,Vendedor_14,61,335.73,13.66,177.89,6,Tarjeta,2023,Septiembre,Lunes,-46.8737,-10.9145,17682.026202,6830.736202000002
174,2021-09-18,Asia,Japón,Ciudad_17,Electrónica,Televisor,Online,Vendedor_2,27,122.79,23.81,109.34,1,Transferencia,2021,Septiembre,Viernes,-8.8144,82.4059,2525.9499270000006,-426.2300729999997
175,2022-01-18,América,Argentina,Ciudad_12,Alimentos,Leche,Tienda,Vendedor_10,77,541.73,14.83,349.71,1,Tarjeta,2022,Julio,Lunes,-27.1336,16.6932,35527.140957,8599.470957000005
176,2022-05-01,África,Nigeria,Ciudad_6,Hogar,Lámpara,Distribuidor,Vendedor_2,18,33.44,1.93,22.5,1,Efectivo,2022,Noviembre,Domingo,20.3219,7.1461,590.302944,185.30294400000002
177,2021/11/10,América,Argentina,Ciudad_23,Electrónica,Televisor,Online,Vendedor_8,37,87.26,3.51,59.62,6,Transferencia,2021,Mayo,Martes,-48.5457,-56.1732,3115.295438,909.355438
178,2021-11-18,Asia,Corea del Sur,Ciudad_28,Electrónica,Auriculares,Online,Vendedor_15,10,196.94,29.71,131.58,5,Tarjeta,2021,Febrero,Miércoles,-2.588,44.9814,1384.29126,68.49125999999978
179,2022-10-15,África,Marruecos,Ciudad_7,Ropa,Camisa,Distribuidor,Vendedor_2,23,779.94,10.98,391.96,4,Transferencia,2022,Diciembre,Viernes,30.0096,-5.4389,15968.959524000002,6953.879524000002
180,2022-01-23,América,México,Ciudad_17,Hogar,Lámpara,Tienda,Vendedor_3,49,732.36,14.08,588.11,10,Transferencia,2022,Marzo,Jueves,-20.7593,61.9402,30832.941887999998,2015.5518879999981
181,2021-05-02,América,Brasil,Ciudad_25,Ropa,Camisa,Distribuidor,Vendedor_15,3,630.35,9.01,416.28,2,Transferencia,2021,Abril,Domingo,-41.211,-73.6688,1720.6663950000002,471.8263950000003
182,2022-08-06,América,Brasil,Ciudad_13,Alimentos,Queso,Distribuidor,Vendedor_14,6,727.32,28.92,431.19,1,Transferencia,2022,Diciembre,Viernes,18.6275,-74.8346,3101.874336,514.734336
183,2023-06-28,Europa,Alemania,Ciudad_17,Hogar,Mesa,Tienda,Vendedor_15,48,509.78,16.01,307.05,10,Tarjeta,2023,Diciembre,Domingo,36.0992,69.2748,20551.882655999998,5813.4826559999965
184,2022-05-03,Asia,Corea del Sur,Ciudad_5,Electrónica,Smartphone,Tienda,Vendedor_1,31,604.88,28.56,357.56,4,Tarjeta,2022,Julio,Domingo,30.2786,-81.0003,13395.914432,2311.554431999999
185,2023-05-09,Europa,Francia,Ciudad_15,Hogar,Silla,Distribuidor,Vendedor_10,66,404.01,21.44,300.75,7,Efectivo,2023,Septiembre,Martes,42.1139,-24.168,20947.756896,1098.256895999999
186,2023-09-09,África,Sudáfrica,Ciudad_26,Juguetes,Puzzle,Tienda,Vendedor_12,9,680.05,16.87,355.97,10,Tarjeta,2023,Septiembre,Viernes,5.8659,-69.9933,5087.930084999999,1884.2000849999986
187,2022-12-22,Asia,China,Ciudad_20,Electrónica,Auriculares,Tienda,Vendedor_7,59,213.08,16.69,133.08,3,Efectivo,2022,Agosto,Domingo,-25.8875,-68.042,10473.499932,2621.7799319999995
188,2021-04-19,América,México,Ciudad_9,Juguetes,Auto de juguete,Distribuidor,Vendedor_5,39,5.8,21.18,4.31,4,Tarjeta,2021,Diciembre,Domingo,47.312,40.3583,178.29084,10.200840000000028
189,2021-02-16,Asia,India,Ciudad_11,Alimentos,Queso,Online,Vendedor_8,44,316.38,8.3,217.17,2,Transferencia,2021,Abril,Sábado,-36.2393,-30.2599,12765.30024,3209.820240000001
190,2023-12-10,América,Brasil,Ciudad_13,Electrónica,Laptop,Online,Vendedor_8,78,408.71,15.41,266.73,9,Efectivo,2023,Junio,Martes,-6.8602,42.49,26966.767541999998,6161.827541999995
191,2023-06-15,América,EEUU,Ciudad_25,Electrónica,Televisor,Online,Vendedor_15,45,333.01,5.44,193.45,1,Tarjeta,2023,Septiembre,Domingo,2.333,-73.7794,14170.24152,5464.99152
192,2022-06-13,Asia,India,Ciudad_15,Ropa,Chaqueta,Distribuidor,Vendedor_1,74,709.55,2.86,374.93,4,Transferencia,2022,Octubre,Domingo,-4.9219,-81.3986,51005.00838,23260.18838
193,2023-03-21,Asia,Corea del Sur,Ciudad_21,Electrónica,Auriculares,Tienda,Vendedor_5,79,350.32,20.27,200.32,3,Transferencia,2023,Noviembre,Domingo,-24.2332,40.9986,22065.500744,6240.220744000002
194,2021-02-26,Asia,India,Ciudad_27,Hogar,Mesa,Tienda,Vendedor_5,34,377.17,6.41,301.08,5,Transferencia,2021,Octubre,Martes,44.6699,74.344,12001.775702,1765.0557020000015
195,2022-10-27,América,Argentina,Ciudad_2,Hogar,Cama,Online,Vendedor_10,28,249.71,16.87,175.96,2,Tarjeta,2022,Abril,Viernes,-37.9311,-94.3337,5812.349843999999,885.4698439999993
196,2021-01-24,África,Marruecos,Ciudad_8,Juguetes,Muñeca,Tienda,Vendedor_7,44,40.19,19.14,27.25,9,Tarjeta,2021,Noviembre,Lunes,12.7958,40.0898,1429.895896,230.895896
197,2021-09-21,Asia,Corea del Sur,Ciudad_24,Alimentos,Queso,Tienda,Vendedor_12,37,207.91,29.61,182.84,8,Efectivo,2021,Noviembre,Jueves,-12.9485,-13.0594,5414.870413,-1350.2095870000003
198,2021-12-04,América,EEUU,Ciudad_9,Juguetes,Puzzle,Online,Vendedor_2,27,92.25,19.18,66.12,1,Efectivo,2021,Julio,Domingo,48.752,-44.5755,2013.02415,227.78414999999973
199,2021-12-28,Europa,Italia,Ciudad_13,Hogar,Lámpara,Online,Vendedor_13,0,99999,20.46,142.26,4,Transferencia,2021,Agosto,Martes,-26.576,62.1175,11786.809888000002,3820.249888000002
200,2023-02-02,América,Argentina,Ciudad_7,Juguetes,Muñeca,Tienda,Vendedor_14,31,454.65,19.04,287.21,1,Transferencia,2023,Septiembre,Martes,-45.0362,-4.2894,11410.62384,2507.11384
201,2022-11-18,América,Brasil,Ciudad_23,Hogar,Mesa,Tienda,Vendedor_5,30,53.18,24.47,26.85,8,Tarjeta,2022,Diciembre,Sábado,-8.6826,-9.9358,1205.0056200000001,399.50562000000014
202,2023-01-25,América,Brasil,Ciudad_26,Electrónica,Laptop,Tienda,Vendedor_4,42,96.57,5.82,64.0,2,Transferencia,2023,Agosto,Miércoles,22.7664,99.9965,3819.8842919999993,1131.8842919999993
203,2023-08-11,Asia,India,Ciudad_28,Ropa,Camisa,Online,Vendedor_14,72,577.46,27.72,369.08,3,Tarjeta,2023,Enero,Martes,-21.3438,39.8826,30051.942336,3478.1823360000017
204,2023-02-23,Asia,China,Ciudad_10,Hogar,Silla,Online,Vendedor_12,51,173.32,13.78,96.51,8,Transferencia,2023,Febrero,Miércoles,-39.2362,-60.6457,7621.261704,2699.2517039999993
205,2021-09-27,África,Nigeria,Ciudad_7,Electrónica,Auriculares,Distribuidor,Vendedor_11,66,633.46,14.3,476.27,3,Efectivo,2021,Enero,Martes,41.7622,84.4296,35829.76452,4395.944519999997
206,2021/05/25,África,Marruecos,Ciudad_8,Hogar,Mesa,Tienda,Vendedor_9,37,787.68,3.74,659.33,6,Efectivo,2021,Enero,Martes,-18.7874,66.8308,28054.168416,3658.9584159999977
207,2022-03-01,Europa,Italia,Ciudad_19,Electrónica,Smartphone,Tienda,Vendedor_12,10,677.84,27.46,577.39,5,Transferencia,2022,Julio,Sábado,15.9954,-77.5882,4917.05136,-856.8486399999992
208,2023-12-28,Asia,Japón,Ciudad_11,,Auto de juguete,Online,Vendedor_15,36,,7.1,466.97,6,Tarjeta,2023,Agosto,Jueves,30.8047,61.8425,19144.683360000003,2333.763360000001
209,2022-02-10,África,,Ciudad_25,Hogar,Silla,Tienda,Vendedor_1,12,33.47,2.53,21.62,1,Transferencia,2022,Enero,Domingo,-0.0766,-21.3126,391.478508,132.03850799999998
210,2023-07-22,África,Sudáfrica,Ciudad_12,Electrónica,Televisor,Tienda,Vendedor_1,32,528.63,10.83,299.89,2,Efectivo,2023,Junio,Lunes,-35.0436,-72.4307,15084.139871999998,5487.659871999998
211,2023-11-17,América,,Ciudad_22,Alimentos,Cereal,Online,Vendedor_12,6,,17.54,333.5,3,Transferencia,2023,Enero,Miércoles,44.9819,61.0329,2970.390612,969.3906120000001
212,2022-09-15,Asia,Japón,Ciudad_12,Alimentos,Cereal,Online,Vendedor_14,37,612.42,20.15,415.74,5,Transferencia,2022,Marzo,Domingo,-31.8496,78.6402,18093.642689999997,2711.262689999996
213,2021-07-15,Europa,Alemania,Ciudad_24,Hogar,Cama,Distribuidor,Vendedor_12,55,509.48,5.22,451.61,1,Efectivo,2021,Febrero,Sábado,-5.3804,-94.6446,26558.68292,1720.13292
214,2021-09-11,América,EEUU,Ciudad_4,Electrónica,Auriculares,Tienda,Vendedor_3,46,169.87,9.04,103.02,6,Transferencia,2021,Enero,Jueves,38.5236,-22.8306,7107.632592,2368.712592
215,2023-12-11,Asia,Corea del Sur,Ciudad_12,Ropa,Camisa,Online,Vendedor_7,-10,99999,20.08,154.09,2,Transferencia,2023,Febrero,Domingo,-13.3396,46.1358,5565.309120000001,942.609120000001
216,2023-05-08,Asia,India,Ciudad_27,Hogar,Mesa,Online,Vendedor_1,29,637.91,23.28,533.76,7,Efectivo,2023,Junio,Viernes,-5.1091,-77.9857,14192.732007999999,-1286.307992
217,2022-08-24,América,EEUU,Ciudad_28,Hogar,Mesa,Distribuidor,Vendedor_8,8,324.5,21.09,273.91,2,Efectivo,2022,Enero,Jueves,-7.7114,-23.9325,2048.5036,-142.7764000000002
218,2022-08-15,África,Egipto,Ciudad_16,Hogar,Mesa,Distribuidor,Vendedor_7,24,580.02,14.88,499.92,8,Transferencia,2022,Agosto,Jueves,23.722,27.6814,11849.112576,-148.9674240000004
219,2022-07-23,América,Brasil,Ciudad_26,Ropa,Pantalón,Online,Vendedor_3,44,,23.6,125.24,2,Efectivo,2022,Agosto,Lunes,-46.6199,23.8152,8328.700159999999,2818.140159999999
220,2023/12/19,África,Egipto,Ciudad_17,Hogar,Mesa,Tienda,Vendedor_5,77,668.38,2.82,514.71,9,Transferencia,2023,Septiembre,Jueves,-39.5102,73.0315,50013.939668,10381.269667999994
221,2023-08-08,América,Argentina,Ciudad_21,Hogar,Silla,Online,Vendedor_12,55,721.01,10.07,453.03,8,Tarjeta,2023,Enero,Lunes,-1.5729,-59.7954,35662.236115,10745.586115000002
222,2023-03-18,África,Sudáfrica,Ciudad_12,,Puzzle,Tienda,Vendedor_11,44,496.29,14.91,373.63,4,Transferencia,2023,Mayo,Lunes,-0.6681,56.2966,18580.899084,2141.1790839999994
223,2022-01-12,Europa,España,Ciudad_13,Hogar,Silla,Online,Vendedor_8,26,375.63,7.13,326.26,1,Tarjeta,2022,Junio,Miércoles,-6.7154,-79.5205,9070.037106,587.2771059999995
224,2021/06/13,Europa,Alemania,Ciudad_1,Alimentos,Pan,Distribuidor,Vendedor_6,28,799.88,22.82,434.66,3,Tarjeta,2021,Abril,Domingo,19.6444,-68.9991,17285.726752,5115.246751999997
225,2021-04-16,Asia,India,Ciudad_4,Hogar,Cama,Tienda,Vendedor_8,75,135.36,3.92,73.87,6,Tarjeta,2021,Noviembre,Miércoles,-13.2746,3.5905,9754.041600000002,4213.791600000002
226,2021-09-22,Asia,Japón,Ciudad_28,Hogar,Lámpara,Distribuidor,Vendedor_2,28,694.99,22.22,623.11,5,Tarjeta,2021,Octubre,Jueves,38.4616,9.8983,15135.770216000003,-2311.309783999999
227,2022-04-15,América,México,Ciudad_21,Electrónica,Smartphone,Online,Vendedor_8,48,64.65,11.16,35.73,4,Transferencia,2022,Diciembre,Viernes,19.9224,23.7274,2756.88288,1041.8428800000002
228,2022-05-02,Asia,India,Ciudad_21,Ropa,Zapatos,Online,Vendedor_4,11,610.68,24.88,319.93,10,Transferencia,2022,Enero,Sábado,31.9406,-1.0899,5046.170975999999,1526.9409759999994
229,2022-01-25,Asia,India,Ciudad_19,Hogar,Lámpara,Distribuidor,Vendedor_11,74,351.6,17.82,280.47,4,Transferencia,2022,Noviembre,Domingo,-36.3034,-3.766,21381.92112,627.1411199999966
230,2022-06-08,Europa,Alemania,Ciudad_23,,Leche,Online,Vendedor_7,43,119.01,27.69,88.21,2,Tarjeta,2022,Marzo,Viernes,22.892,-76.5787,3700.413633,-92.61636699999963
231,2023-02-04,Asia,Japón,Ciudad_2,Alimentos,Leche,Distribuidor,Vendedor_1,61,,12.06,188.0,2,Tarjeta,2023,Noviembre,Miércoles,-8.5533,-70.4918,18324.049005999997,6856.0490059999975
232,2023-11-06,Asia,Corea del Sur,Ciudad_14,Hogar,Lámpara,Online,Vendedor_4,31,480.58,25.43,402.56,4,Tarjeta,2023,Julio,Miércoles,-43.5061,52.9674,11109.423686,-1369.9363140000005
233,2022-05-05,Europa,Francia,Ciudad_28,Electrónica,Televisor,Online,Vendedor_11,40,325.02,0.29,199.2,5,Efectivo,2022,Marzo,Jueves,-34.2825,6.7533,12963.097679999999,4995.097679999999
234,2023/10/25,Asia,Corea del Sur,Ciudad_10,Juguetes,Muñeca,Distribuidor,Vendedor_8,32,794.54,25.93,602.76,4,Efectivo,2023,Enero,Martes,-10.5872,-3.9792,18832.504896,-455.81510400000116
235,2023/07/13,América,Argentina,Ciudad_13,Alimentos,Cereal,Online,Vendedor_5,74,658.13,12.52,416.44,3,Efectivo,2023,Julio,Martes,-44.6912,88.2547,42604.177176000005,11787.617176000003
236,2022-03-09,América,EEUU,Ciudad_28,Ropa,Chaqueta,Tienda,Vendedor_7,69,598.04,7.95,467.82,3,Efectivo,2022,Octubre,Miércoles,16.0515,-99.9625,37984.211579999996,5704.6315799999975
237,2023-04-24,Asia,Corea del Sur,Ciudad_9,Ropa,Chaqueta,Distribuidor,Vendedor_7,45,421.51,17.23,346.45,5,Efectivo,2023,Diciembre,Miércoles,-37.998,23.028,15699.772215,109.52221500000087
238,2021-09-20,Asia,Japón,Ciudad_26,Electrónica,Smartphone,Distribuidor,Vendedor_1,6,794.19,20.95,554.49,3,Tarjeta,2021,Octubre,Domingo,38.2004,-84.0189,3766.84317,439.90317000000005
239,2021-04-02,África,Marruecos,Ciudad_11,Alimentos,Pan,Tienda,Vendedor_1,73,133.38,29.28,76.95,7,Transferencia,2021,Noviembre,Sábado,28.325,-93.7703,6885.822528000001,1268.4725280000002
240,2023-05-14,Asia,Corea del Sur,Ciudad_5,Juguetes,Pelota,Tienda,Vendedor_3,8,154.43,11.92,109.7,1,Transferencia,2023,Octubre,Lunes,10.9762,99.5283,1088.1755520000002,210.57555200000013
241,2021-10-02,Europa,España,Ciudad_11,Hogar,Lámpara,Online,Vendedor_10,45,730.27,16.24,395.82,5,Transferencia,2021,Abril,Lunes,11.5891,29.0053,27525.33684,9713.436839999998
242,2021-03-24,África,Sudáfrica,Ciudad_8,Ropa,Pantalón,Distribuidor,Vendedor_8,1,341.35,7.79,205.28,6,Transferencia,2021,Septiembre,Jueves,-3.6824,-53.8649,314.75883500000003,109.47883500000003
243,2022-02-20,África,,Ciudad_11,Hogar,Cama,Tienda,Vendedor_4,5,26.32,5.84,19.47,4,Transferencia,2022,Noviembre,Domingo,-0.4538,-16.0279,123.91456,26.56456
244,2022-07-16,Asia,Japón,Ciudad_29,Ropa,Zapatos,Tienda,Vendedor_6,24,56.59,16.59,50.22,5,Transferencia,2022,Noviembre,Sábado,20.8153,6.5697,1132.8412560000002,-72.43874399999982
245,2021-04-23,África,Sudáfrica,Ciudad_10,Electrónica,Auriculares,Online,Vendedor_11,33,30.56,27.28,23.33,9,Efectivo,2021,Diciembre,Martes,-31.1509,-1.0937,733.366656,-36.52334399999995
246,2021-08-03,Asia,Japón,Ciudad_18,Ropa,Camisa,Online,Vendedor_15,39,745.76,20.89,400.39,5,Transferencia,2021,Julio,Viernes,20.3181,-3.5138,23008.858704000002,7393.648704000003
247,2022-03-24,África,Egipto,Ciudad_17,Ropa,Zapatos,Tienda,Vendedor_8,51,549.39,9.08,467.72,10,Transferencia,2022,Octubre,Sábado,-4.1057,45.8506,25474.774788,1621.0547879999976
248,2022-12-11,África,Nigeria,Ciudad_18,Juguetes,Auto de juguete,Distribuidor,Vendedor_15,55,545.09,0.28,370.83,1,Tarjeta,2022,Noviembre,Lunes,9.8321,-74.8978,29896.00614,9500.356140000004
249,2021-09-19,Europa,Francia,Ciudad_16,Hogar,Mesa,Distribuidor,Vendedor_5,18,366.86,1.66,237.98,9,Transferencia,2021,Noviembre,Martes,8.1404,47.5853,6493.862232,2210.222232000001
250,2022-04-19,África,Marruecos,Ciudad_15,Hogar,Lámpara,Online,Vendedor_4,38,117.89,10.57,105.27,8,Transferencia,2022,Octubre,Jueves,-12.9642,10.8201,4006.3030259999996,6.043025999999827
251,2021-12-10,Europa,Italia,Ciudad_13,Electrónica,Auriculares,Online,Vendedor_6,45,166.41,21.84,100.04,6,Tarjeta,2021,Mayo,Martes,-24.5346,-50.8578,5852.972519999999,1351.1725199999992
252,2022-04-12,América,Argentina,Ciudad_24,Ropa,Zapatos,Tienda,Vendedor_1,7,,7.58,12.32,4,Tarjeta,2022,Noviembre,Domingo,-47.8743,77.983,100.016924,13.776923999999994
253,2023-06-03,África,Egipto,Ciudad_21,Electrónica,Smartphone,Online,Vendedor_1,42,352.39,10.59,256.26,3,Transferencia,2023,Junio,Jueves,38.2766,-77.2106,13233.019757999999,2470.0997579999985
